DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0299-CMR,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CMR,Cameroon,Sub-Saharan Africa,Africa,"Limbé area (Fako district, Sud - Ouest province)",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,1080.0,Km2,4.022,9.2,,2001,6.0,28.0,2001,6.0,29.0,30.0,,,1500.0,1500.0,,,,,,,60.5035788853056,"[{""adm2_code"":12510,""adm2_name"":""Fako""}]",2005-09-19,2023-09-25
2006-0038-BRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,Rio de Janeiro district (Rio de Janeiro province),Brief torrential rain,,No,No,No,,9335.0,Km2,-22.56,-43.36,,2006,1.0,27.0,2006,1.0,30.0,12.0,,,,,,,,,,,68.8837587123464,"[{""adm2_code"":9961,""adm2_name"":""Rio De Janeiro""}]",2007-01-04,2023-09-25
2006-0039-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Trinidad city (Cercado district, Beni province), San Borja, Rurrenabaque cities (General Jose Ballivi district, Beni province), Riberalta city (Vaca Diez district, Beni province), Viloma city (Quillacollo district, Cochabamba province), Tiraque district (Cochabamba province), La Paz city (Murillo district, La Paz province), Luribay city (Loayza district, La Paz province), Papel Pampa, San Pedro de Curahuara municipalities (Gualberto Villarroel district, La Paz province), Los Yungas (Sur Yungas, Nor Yungas, Caranavi districts, La Paz province), Jorochito, Tiquipaya, Pailas, El Espino cites (Andres Ibanez district, Santa Cruz province), Boyuibe city (Cordillera district, Santa Cruz province), Cuatro Canadas, San Julian municipalities (Nuflo de Chavez district, Santa Cruz province), Okinawa city (Warnes district, Santa Cruz province), Villa Montes municipality (Gran Chaco district, Tarija province), Chuquisaca, Pando, Potosi provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,Yes,Yes,2932.0,955800.0,Km2,-16.03,-63.43,"Rio Grande, Guanay, Tipuani, Mapiri, Challana",2006,1.0,25.0,2006,4.0,17.0,25.0,21.0,126075.0,,126096.0,,,,,35000.0,50810.0,68.8837587123464,"[{""adm1_code"":648,""adm1_name"":""Pando""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40448,""adm1_name"":""Potosi""},{""adm2_code"":6141,""adm2_name"":""Cercado""},{""adm2_code"":6142,""adm2_name"":""General Jose Ballivi""},{""adm2_code"":6147,""adm2_name"":""Vaca Diez""},{""adm2_code"":40476,""adm2_name"":""Quillacollo""},{""adm2_code"":40478,""adm2_name"":""Tiraque""},{""adm2_code"":6185,""adm2_name"":""Murillo""},{""adm2_code"":6190,""adm2_name"":""Sur Yungas""},{""adm2_code"":40480,""adm2_name"":""Caranavi""},{""adm2_code"":40482,""adm2_name"":""Gualberto Villarroel""},{""adm2_code"":40485,""adm2_name"":""Loayza""},{""adm2_code"":40487,""adm2_name"":""Nor Yungas""},{""adm2_code"":40499,""adm2_name"":""Sajama""},{""adm2_code"":40523,""adm2_name"":""Andres Ibañez""},{""adm2_code"":40525,""adm2_name"":""Cordillera""},{""adm2_code"":40531,""adm2_name"":""Ñuflo De Chavez""},{""adm2_code"":40535,""adm2_name"":""Warnes""},{""adm2_code"":40539,""adm2_name"":""Gran Chaco""}]",2007-02-15,2023-09-25
2006-0040-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Nueva Ecija, Aurora districts (Region III province), Kalinga, Abra districts (CAR province), Cagayan, Isabela districts (Region II province), Quezon district (Region IV-A province)",Tropical Depression Agaton,,No,No,No,,63470.0,Km2,17.02,121.82,"Tupingan, Pampanga, Cagayan",2006,1.0,26.0,2006,2.0,5.0,4.0,,256641.0,,256641.0,,,,,9600.0,13937.0,68.8837587123464,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24226,""adm2_name"":""Aurora""},{""adm2_code"":24234,""adm2_name"":""Quezon""}]",2007-01-04,2023-09-25
2006-0041-GUY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GUY,Guyana,Latin America and the Caribbean,Americas,"Barima Waini (region N°1), Pomeroon/supenaam (region N°2), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), East Berbice/corentyne (region N°6) provinces",Heavy rains,,No,Yes,Yes,,24224.0,Km2,6.89,-58.66,"Mahaica, Pomeroon, Demerara, Mahiacony, Abary",2006,1.0,8.0,2006,2.0,14.0,,,35000.0,,35000.0,,,,,169000.0,245341.0,68.8837587123464,"[{""adm1_code"":1398,""adm1_name"":""Barima Waini (region N°1)""},{""adm1_code"":1401,""adm1_name"":""East Berbice/corentyne (region N°6)""},{""adm1_code"":1402,""adm1_name"":""Essequibo Islands/west Demerara (region N°3)""},{""adm1_code"":1403,""adm1_name"":""Mahaica Berbice (region N°5)""},{""adm1_code"":1404,""adm1_name"":""Pomeroon/supenaam (region N°2""}]",2007-01-04,2023-09-25
2006-0065-IRQ,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IRQ,Iraq,Western Asia,Asia,"Erbil, Salah al-Din, Kirkuk, Diyala, Missan provinces","Heavy rains, melting ice",,No,No,No,,77640.0,Km2,34.21,45.49,Tigris,2006,2.0,4.0,2006,2.0,12.0,,,41890.0,,41890.0,,,,,1300.0,1887.0,68.8837587123464,"[{""adm1_code"":1569,""adm1_name"":""Erbil""},{""adm1_code"":1570,""adm1_name"":""Kirkuk""},{""adm1_code"":1575,""adm1_name"":""Diyala""},{""adm1_code"":1577,""adm1_name"":""Missan""},{""adm1_code"":1579,""adm1_name"":""Salah al-Din""}]",2007-01-04,2023-09-25
2006-0071-FJI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FJI,Fiji,Melanesia,Oceania,Macuata district (Northern province),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,2370.0,Km2,-16.45,179.65,"Waiqele, Naseakula",2006,2.0,4.0,2006,2.0,9.0,4.0,,224.0,,224.0,,,,,500.0,726.0,68.8837587123464,"[{""adm2_code"":40202,""adm2_name"":""Macuata""}]",2007-01-04,2023-09-25
2006-0074-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Lasem, Pamotan, Sedan areas (Rembang district, Jawa Tengah province), Demak, Kota Semarang, Semarang districts (Jawa Tengah province), Indramayu district (Jawa Barat province), Dki Jakarta province ",Mosnoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,73070.0,Km2,-6.85,108.59,"Karanggeneng, Beringin, Cimanuk, Cilalanang, Cipanas, Cipunegara",2006,1.0,26.0,2006,2.0,14.0,19.0,,10000.0,,10000.0,,,,,27100.0,39342.0,68.8837587123464,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""},{""adm2_code"":18037,""adm2_name"":""Demak""},{""adm2_code"":18046,""adm2_name"":""Kota Semarang""},{""adm2_code"":18056,""adm2_name"":""Rembang""},{""adm2_code"":18057,""adm2_name"":""Semarang""},{""adm2_code"":18013,""adm2_name"":""Indramayu""}]",2007-01-04,2023-09-25
2006-0082-PNG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PNG,Papua New Guinea,Melanesia,Oceania,"Babiko, Mou, Apanapi, Rapa, Mekeo, Inauabui, Veifa, Biotou, Kairuku areas (Kairuku district, Central province)",Heavy rains,,No,No,No,,34450.0,Km2,-9.07,147.28,Kemp Welsh,2006,2.0,3.0,2006,2.0,19.0,1.0,,,12000.0,12000.0,,,,,,,68.8837587123464,"[{""adm2_code"":37473,""adm2_name"":""Kairuku""}]",2007-01-04,2023-09-25
2006-0088-DZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,DZA,Algeria,Northern Africa,Africa,Tindouf province,Heavy rain,,Yes,No,No,2962.0,180500.0,Km2,27.67,-5.91,Illizi,2006,2.0,10.0,2006,2.0,15.0,1.0,,60000.0,,60000.0,,,,,1200.0,1742.0,68.8837587123464,"[{""adm1_code"":383,""adm1_name"":""Tindouf""}]",2007-02-13,2023-09-25
2006-0093-ECU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Quevedo, Babahoyo, Vinces, Baba, Urdaneta, Montalvo districts (Los Rios province), Santa Rosa, Portovelo, Huaquillas, Arenillas districts (El Oro province), Salitre district (Gayas province), Eloy Alfaro district (Esmeraldas province), Portoviejo, Montecristi, Chone, Tosagua, Rocafuerte, Sucre district (Manabi province), Pichincha, Santa Elena, Santo Domingo de los Tsachilas, Zona No Delimitada provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,1670.0,30150.0,Km2,-2.23,-79.98,"Guayas, Babahoyo, San Pablo, Catarama",2006,2.0,16.0,2006,5.0,6.0,16.0,,57670.0,,57670.0,,,,,2800.0,4065.0,68.8837587123464,"[{""adm1_code"":1157,""adm1_name"":""Zona No Delimitada""},{""adm1_code"":22006,""adm1_name"":""Pichincha""},{""adm1_code"":22007,""adm1_name"":""Santa Elena""},{""adm1_code"":22008,""adm1_name"":""Santo Domingo de los Tsachilas""},{""adm2_code"":15368,""adm2_name"":""Arenillas""},{""adm2_code"":15373,""adm2_name"":""Huaquillas""},{""adm2_code"":15381,""adm2_name"":""Portovelo""},{""adm2_code"":15382,""adm2_name"":""Santa Rosa""},{""adm2_code"":15385,""adm2_name"":""Eloy Alfaro""},{""adm2_code"":15461,""adm2_name"":""Baba""},{""adm2_code"":15462,""adm2_name"":""Babahoyo""},{""adm2_code"":15464,""adm2_name"":""Montalvo""},{""adm2_code"":15468,""adm2_name"":""Urdaneta""},{""adm2_code"":15470,""adm2_name"":""Vinces""},{""adm2_code"":22051,""adm2_name"":""Quevedo""},{""adm2_code"":15473,""adm2_name"":""Chone""},{""adm2_code"":15483,""adm2_name"":""Portoviejo""},{""adm2_code"":15484,""adm2_name"":""Rocafuerte""},{""adm2_code"":15487,""adm2_name"":""Tosagua""},{""adm2_code"":22058,""adm2_name"":""Montecristi""},{""adm2_code"":22063,""adm2_name"":""Sucre""},{""adm2_code"":15438,""adm2_name"":""Salitre""}]",2007-02-15,2023-09-25
2006-0095-YEM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,YEM,Yemen,Western Asia,Asia,"Ma'arbar city (Jahran district, Dhamar province)",Heavy rain,,No,No,No,,10710.0,Km2,14.54,44.18,,2006,2.0,20.0,2006,2.0,23.0,5.0,,,2000.0,2000.0,,,,,,,68.8837587123464,"[{""adm2_code"":32817,""adm2_name"":""Jahran""}]",2007-01-04,2023-09-25
2006-0099-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Kota Manado, Minahasa districts (Sulawesi Utara province)",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,33830.0,Km2,1.07,124.66,Rano Wangko,2006,2.0,13.0,2006,2.0,23.0,39.0,39.0,17500.0,,17539.0,,,,,25000.0,36293.0,68.8837587123464,"[{""adm2_code"":18200,""adm2_name"":""Kota Manado""},{""adm2_code"":73800,""adm2_name"":""Minahasa""}]",2007-03-08,2023-09-25
2006-0108-NAM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NAM,Namibia,Sub-Saharan Africa,Africa,Mariental Urban district (Hardap province),Heavy rain,Broken Dam/Burst bank,No,No,No,97.0,16110.0,Km2,-24.53,17.98,"Fish, Schlip, Kub",2006,2.0,24.0,2006,2.0,28.0,5.0,,2100.0,,2100.0,,,,,8490.0,12325.0,68.8837587123464,"[{""adm2_code"":22262,""adm2_name"":""Mariental Urban""}]",2007-01-04,2023-09-25
2006-0109-SCG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SCG,Serbia Montenegro,Southern Europe,Europe,"Rahovec, Suhareke, Malishevo towns (Prizremski province), Vushtrri, Skenderaj, Zvecan towns (Kosovsko-mitrovatski province), Lipjan, Ferizaj, Gllogovc, Podujevo, Obiliq, Fushe Kosovoe towns (Kosovski province), Kline, Gjakove towns (Pecki province) (Serbia)",Rain and snowmelt,Broken Dam/Burst bank,No,No,No,,10090.0,Km2,42.6,20.83,Sitnica,2006,2.0,21.0,2006,3.0,2.0,,,1200.0,,1200.0,,,,,,,68.8837587123464,"[{""adm1_code"":25378,""adm1_name"":""Kosovski""},{""adm1_code"":25379,""adm1_name"":""Kosovsko-mitrovatski""},{""adm1_code"":25385,""adm1_name"":""Pecki""},{""adm1_code"":25389,""adm1_name"":""Prizremski""}]",2007-01-04,2023-09-25
2006-0113-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MYS,Malaysia,South-eastern Asia,Asia,"Terengganu, Pahang, Kelantan provinces",Heavy rains,,No,No,No,,,Km2,4.33,102.54,"Kelantan, Sungai Kolok, Dungun, Kemaman, Golok, Kinabatangan",2006,2.0,10.0,2006,2.0,18.0,,,4906.0,,4906.0,,,,,,,68.8837587123464,"[{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2007-01-04,2023-09-25
2006-0113-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Narathiwat, Nakhon Si Thammarat, Chumphon, Surat Thani provinces",Heavy rains,,No,No,No,,,Km2,4.33,102.54,,2006,2.0,10.0,2006,2.0,18.0,,,2000.0,,2000.0,,,,,,,68.8837587123464,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""}]",2007-01-04,2023-09-25
2006-0115-MWI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MWI,Malawi,Sub-Saharan Africa,Africa,"Malindi area (Mangochi district, Southern Region province), Salima district (Central Region province)",Heavy rains,,No,No,No,,64890.0,Km2,-14.59,35.12,Linthipe,2006,3.0,7.0,2006,3.0,14.0,3.0,,,8000.0,8000.0,,,,,,,68.8837587123464,"[{""adm2_code"":19315,""adm2_name"":""Salima""},{""adm2_code"":19325,""adm2_name"":""Mangochi""}]",2007-01-04,2023-09-25
2006-0137-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Carmen area (Bohol district, Region VII province)",Heavy rains,,No,No,No,,630.0,Km2,7.17,125.57,,2006,3.0,4.0,2006,3.0,6.0,1.0,,1000.0,,1000.0,,,,,,,68.8837587123464,"[{""adm2_code"":24252,""adm2_name"":""Bohol""}]",2007-01-04,2023-09-25
2006-0140-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,"Choco, Valle del Cauca, Cauca, Narino, Antioquia, Caldas, Risaralda, Quindio, Tolima, Arauca, Santander, Norte de Santander, Cundinamarca, Boyaca, Casanare, Meta, Bolivar, Cesar, Cundinamarca, Huila, Narino, Sucre, Caqueta provinces",,"Rain|Slide (land, mud, snow, rock)",Yes,No,No,415.0,,Km2,5.43,-75.6,"Madgalena, Cauca, Saldana, Negro, Zulia, Pamplonita, Carare",2006,1.0,1.0,2006,4.0,27.0,150.0,227.0,221238.0,,221465.0,,,,,,,68.8837587123464,"[{""adm1_code"":935,""adm1_name"":""Antioquia""},{""adm1_code"":936,""adm1_name"":""Arauca""},{""adm1_code"":938,""adm1_name"":""Bolivar""},{""adm1_code"":939,""adm1_name"":""Boyaca""},{""adm1_code"":941,""adm1_name"":""Caldas""},{""adm1_code"":942,""adm1_name"":""Caqueta""},{""adm1_code"":943,""adm1_name"":""Casanare""},{""adm1_code"":944,""adm1_name"":""Cauca""},{""adm1_code"":945,""adm1_name"":""Cesar""},{""adm1_code"":946,""adm1_name"":""Choco""},{""adm1_code"":948,""adm1_name"":""Cundinamarca""},{""adm1_code"":952,""adm1_name"":""Huila""},{""adm1_code"":954,""adm1_name"":""Meta""},{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":956,""adm1_name"":""Norte De Santander""},{""adm1_code"":958,""adm1_name"":""Quindio""},{""adm1_code"":959,""adm1_name"":""Risaralda""},{""adm1_code"":961,""adm1_name"":""Santander""},{""adm1_code"":962,""adm1_name"":""Sucre""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm1_code"":964,""adm1_name"":""Valle Del Cauca""}]",2007-02-15,2023-09-25
2006-0156-AUT,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUT,Austria,Western Europe,Europe,"Niederosterreich, Oberosterreich provinces",Rains and sonwmelt,Broken Dam/Burst bank,No,No,No,,,Km2,49.86,16.09,"Thaya, Danube, Inn, Traun, Enns, March",2006,3.0,28.0,2006,4.0,17.0,,,516.0,,516.0,,,,,,,68.8837587123464,"[{""adm1_code"":480,""adm1_name"":""Niederosterreich""},{""adm1_code"":481,""adm1_name"":""Oberosterreich""}]",2007-01-04,2023-09-25
2006-0156-CZE,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CZE,Czechia,Eastern Europe,Europe,"Ostrava-mesto, Olomouc districts (Severomoravsky province), Usti nad Labem, Decin districts (Severocesky province), Praha district (Praha province); Theresienstadt/Terezin village (Litomence district, Severocesky province); Vestec municipality (Praha-zapad district, praha province); Znojmo, Hodonin, districts (Jihomoravsky province), Novosedly village (Breclav district, Jihomoravsky province), Bonov village (Trebic district, Jihomoravsky province); Melnik district (Stredocesky province) ",Rains and snowmelt,Broken Dam/Burst bank,Yes,No,Yes,,,Km2,49.86,16.09,"Vitava, Labe/Elbe, Dyje, Morava, Jihlava, Luznice, Oskava, Jevisovka, Svatava",2006,3.0,28.0,2006,4.0,17.0,6.0,,4200.0,,4200.0,,,,,,,68.8837587123464,"[{""adm2_code"":14821,""adm2_name"":""Breclav""},{""adm2_code"":14824,""adm2_name"":""Hodonin""},{""adm2_code"":14828,""adm2_name"":""Trebic""},{""adm2_code"":14833,""adm2_name"":""Znojmo""},{""adm2_code"":14834,""adm2_name"":""Praha""},{""adm2_code"":14835,""adm2_name"":""Praha-zapad""},{""adm2_code"":14838,""adm2_name"":""Decin""},{""adm2_code"":14841,""adm2_name"":""Litomence""},{""adm2_code"":14845,""adm2_name"":""Usti nad Labem""},{""adm2_code"":14851,""adm2_name"":""Olomouc""},{""adm2_code"":14853,""adm2_name"":""Ostrava-mesto""},{""adm2_code"":14862,""adm2_name"":""Melnik""}]",2007-02-15,2023-09-25
2006-0156-DEU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,DEU,Germany,Western Europe,Europe,"Dresden district (Saxony province) ; Saxony-Anhalt, Brandenburg provinces",Raisn and snowmelt,Broken Dam/Burst bank,No,No,No,,,Km2,49.86,16.09,Elbe,2006,3.0,28.0,2006,4.0,17.0,,,1000.0,,1000.0,,,,,,,68.8837587123464,"[{""adm1_code"":1311,""adm1_name"":""Brandenburg""},{""adm1_code"":1321,""adm1_name"":""Sachsen-Anhalt""},{""adm2_code"":16560,""adm2_name"":""Dresden""}]",2007-01-04,2023-09-25
2006-0156-SCG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SCG,Serbia Montenegro,Southern Europe,Europe,"Zabalj, Titel, Beocin, Novi Sad towns (Juzno-backi province), Slankamen town (Sremski province), Sabac, Loznica towns (Macvanski province), Belgrade town (Grad Beograd province), Smederevo town (Podunavski province), Kostolac, Pozarevac, Gradiste, Golubac towns (Branicevski province), Zrenjanin town (Srednje-banatski province) (Serbia)",Snowmelt and hevay rains,"Slide (land, mud, snow, rock)",No,No,Yes,100.0,35510.0,Km2,45.26,20.75,"Danube, Sava, Tamis, Tisa, Mlava, Begej, Brzava",2006,4.0,4.0,2006,5.0,11.0,,,35000.0,,35000.0,,,,,,,68.8837587123464,"[{""adm1_code"":25372,""adm1_name"":""Branicevski""},{""adm1_code"":25373,""adm1_name"":""Grad Beograd""},{""adm1_code"":25375,""adm1_name"":""Juzno-backi""},{""adm1_code"":25381,""adm1_name"":""Macvanski""},{""adm1_code"":25387,""adm1_name"":""Podunavski""},{""adm1_code"":25394,""adm1_name"":""Srednje-banatski""},{""adm1_code"":25395,""adm1_name"":""Sremski""}]",2007-01-04,2023-09-25
2006-0156-SVK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SVK,Slovakia,Eastern Europe,Europe,"Modra city (Pezinok district, Bratislava province), Banska Bystrica city (Banska Bystrica district, Banska Bystrica province), Bratislava city (Okres Bratislava I district, Bratislava province)",Heavy rains and snowmelt,,No,No,No,,,Km2,48.67,19.08,"Danube, Myjava, Hron, Nitra, Torysa, Bodrog",2006,3.0,28.0,2006,5.0,9.0,1.0,,,,,,,,,,,68.8837587123464,"[{""adm2_code"":25428,""adm2_name"":""Banska Bystrica""},{""adm2_code"":25442,""adm2_name"":""Okres Bratislava I""},{""adm2_code"":25447,""adm2_name"":""Pezinok""}]",2007-01-04,2023-09-25
2006-0165-YEM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,YEM,Yemen,Western Asia,Asia,"Dhamar, Al Hudaydah, Sana'a, Taizz, Sa'ada provinces",Heavy rains and lightening,Rain,No,No,No,,91480.0,Km2,15.1,43.88,,2006,4.0,3.0,2006,4.0,5.0,25.0,20.0,,300.0,320.0,,,,,,,68.8837587123464,"[{""adm1_code"":3411,""adm1_name"":""Al Hudaydah""},{""adm1_code"":3416,""adm1_name"":""Dhamar""},{""adm1_code"":3422,""adm1_name"":""Sa'ada""},{""adm1_code"":3425,""adm1_name"":""Taizz""},{""adm1_code"":144972,""adm1_name"":""Sana'a""}]",2007-03-08,2023-09-25
2006-0172-COD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Kisenso, Limete, Matete, Masina, Kimbanseke areas (Kinshasa district, Kinshasa province)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,45540.0,Km2,-4.36,16.17,"Kalamu, Gombe, Djoue",2006,4.0,8.0,2006,4.0,27.0,1.0,,5500.0,,5500.0,,,,,,,68.8837587123464,"[{""adm2_code"":14987,""adm2_name"":""Kinshasa""}]",2007-01-10,2023-09-25
2006-0178-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Isiolo, Moyale districts (Eastern province), Nairobi districts (Nairobi province)",Heavy rains,,No,No,No,,538000.0,Km2,2.25,37.53,"Uaso Nyiro, Sabaki, Tana, Migori, Kuja, Nzoia, Nyando, Genale Wenz",2006,4.0,4.0,2006,5.0,22.0,60.0,,17300.0,,17300.0,,,,,,,68.8837587123464,"[{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51360,""adm2_name"":""Nairobi""}]",2007-01-04,2023-09-25
2006-0179-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Beswick village (Roper Gulf district, Northern Territory province), Katherine, Unincorporated NT districts, (Northern Territory province)",Monsoonal rain,,No,No,Yes,,39370.0,Km2,-14.18,132.39,"Katherine, Daly",2006,4.0,5.0,2006,4.0,10.0,,,1100.0,,1100.0,,,,,,,68.8837587123464,"[{""adm2_code"":154715,""adm2_name"":""Katherine (T)""},{""adm2_code"":154717,""adm2_name"":""Roper Gulf (S)""},{""adm2_code"":154722,""adm2_name"":""Unincorporated NT""}]",2007-01-04,2023-09-25
2006-0180-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,Yes,,44110.0,Km2,37.69,-99.99,"Merced, Consumes, San Joaquin, Sacramento, Navarro",2006,4.0,4.0,2006,4.0,17.0,1.0,,600.0,,600.0,,,,,259000.0,375996.0,68.8837587123464,"[{""adm2_code"":28867,""adm2_name"":""Amador""},{""adm2_code"":28869,""adm2_name"":""Calaveras""},{""adm2_code"":28874,""adm2_name"":""Fresno""},{""adm2_code"":28888,""adm2_name"":""Merced""},{""adm2_code"":28903,""adm2_name"":""San Joaquin""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28914,""adm2_name"":""Stanislaus""}]",2007-01-04,2023-09-25
2006-0181-ZAF,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Taung town (Greater Taung area, Dr Ruth Segomotsi Mompati district, North West province)",Heavy rain,,No,No,No,,2500.0,Km2,-27.44,24.83,,2006,3.0,26.0,2006,3.0,30.0,6.0,,4160.0,,4160.0,127548.0,185164.0,,,71000.0,103072.0,68.8837587123464,"[{""adm2_code"":77348,""adm2_name"":""Dr Ruth Segomotsi Mompati District Municipality""}]",2007-03-08,2023-09-25
2006-0182-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Kauai district (Hawaii province),Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,585.0,Km2,22.15,-99.99,Kaloko,2006,3.0,14.0,2006,3.0,23.0,7.0,,,,,,,,,12000.0,17421.0,68.8837587123464,"[{""adm2_code"":29227,""adm2_name"":""Kauai""}]",2007-01-04,2023-09-25
2006-0192-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Bendungan, Trenggalek, Ogalan, Karangan, Tugu, Durenan, Gandu Sari areas (Trenggalek district, Jawa Timur province), Ponorogo district (Jawa Timur province), Karanganyar district (Jawa Tengah province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,19040.0,Km2,-7.84,111.86,Ngasinan,2006,4.0,19.0,2006,4.0,23.0,22.0,2.0,400.0,,402.0,,,,,,,68.8837587123464,"[{""adm2_code"":18040,""adm2_name"":""Karanganyar""},{""adm2_code"":18092,""adm2_name"":""Ponorogo""},{""adm2_code"":18098,""adm2_name"":""Trenggalek""}]",2007-01-04,2023-09-25
