DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2007-0134-HTI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000040,,HTI,Haiti,Latin America and the Caribbean,Americas,"Ferrier village (Fort Liberte district, Nord Est province), Ouanaminthe district (Nord Est province), Abricot village (Jeremie district, Grande Anse province)",Heavy rains,"Rain|Slide (land, mud, snow, rock)",No,No,No,,,Km2,19.41,-71.78,,2007,3.0,26.0,2007,3.0,30.0,14.0,14.0,15000.0,,15014.0,,,,,,,70.848792703253,"[{""adm2_code"":17180,""adm2_name"":""Fort Liberte""},{""adm2_code"":17182,""adm2_name"":""Ouanaminthe""},{""adm2_code"":17177,""adm2_name"":""Jeremie""}]",2008-08-04,2023-09-25
2007-0135-ARG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000044,,ARG,Argentina,Latin America and the Caribbean,Americas,"Rosario district (Santa Fe province), Santa Fe City (La Capital district, Santa Fe province) Canada de Gomez city (Iriondo district, Santa Fe province), Esperanza city (Las Colonias district, Santa Fe province), Gualeguay (Entre Rios province)",Heavy rain,,No,No,No,,4000.0,Km2,-31.99,-59.12,"Lower Parana, Salado, Paran, Gualeguay",2007,3.0,20.0,2007,4.0,26.0,5.0,,70000.0,,70000.0,,,,,10000.0,14115.0,70.848792703253,"[{""adm2_code"":4625,""adm2_name"":""Gualeguay""},{""adm2_code"":4833,""adm2_name"":""Iriondo""},{""adm2_code"":4834,""adm2_name"":""La Capital""},{""adm2_code"":4835,""adm2_name"":""Las Colonias""},{""adm2_code"":4836,""adm2_name"":""Rosario""}]",2008-08-04,2023-09-25
2007-0135-URY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000044,,URY,Uruguay,Latin America and the Caribbean,Americas,"Colonia, Durazno, Florida, Rio Negro, Soriano provinces",Heavy rain,,No,No,No,,,Km2,-31.99,-59.12,"Yi, Rio Negro",2007,3.0,20.0,2007,4.0,27.0,,,,800.0,800.0,,,,,,,70.848792703253,"[{""adm1_code"":3268,""adm1_name"":""Colonia""},{""adm1_code"":3269,""adm1_name"":""Durazno""},{""adm1_code"":3271,""adm1_name"":""Florida""},{""adm1_code"":3276,""adm1_name"":""Rio Negro""},{""adm1_code"":3281,""adm1_name"":""Soriano""}]",2007-12-12,2023-09-25
2007-0141-DZA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,DZA,Algeria,Northern Africa,Africa,M'Sila province,Heavy rain,,No,No,No,,7100.0,Km2,35.64,4.2,Oued Tamsa,2007,4.0,13.0,2007,4.0,15.0,22.0,,,,,,,,,13561.0,19141.0,70.848792703253,"[{""adm1_code"":370,""adm1_name"":""M'Sila""}]",2007-06-15,2023-09-25
2007-0142-THA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2007-000047,,THA,Thailand,South-eastern Asia,Asia,"Sai Rung, Phrai Sawan areas (Yan Ta Khao district, Trang province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,290.0,Km2,7.44,99.65,,2007,4.0,14.0,2007,4.0,15.0,38.0,,,,,,,,,,,70.848792703253,"[{""adm2_code"":27125,""adm2_name"":""Yan Ta Khao""}]",2008-08-04,2023-09-25
2007-0160-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Gosford, Dungog, Newcastle, Wyong, Port Stephens, Maitland, Cessnock districts (New South Wales province)",Storms and heavy rains,"Rain|Slide (land, mud, snow, rock)",No,No,Yes,,11380.0,Km2,-32.87,151.38,,2007,6.0,8.0,2007,6.0,12.0,9.0,,5000.0,,5000.0,,,680000.0,959791.0,1300000.0,1834894.0,70.848792703253,"[{""adm2_code"":4976,""adm2_name"":""Cessnock (C)""},{""adm2_code"":4996,""adm2_name"":""Dungog (A)""},{""adm2_code"":5004,""adm2_name"":""Gosford (C)""},{""adm2_code"":5042,""adm2_name"":""Maitland (C)""},{""adm2_code"":5059,""adm2_name"":""Newcastle (C)""},{""adm2_code"":5070,""adm2_name"":""Port Stephens (A)""},{""adm2_code"":5115,""adm2_name"":""Wyong (A)""}]",2008-04-17,2023-09-25
2007-0161-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000080,,BGD,Bangladesh,Southern Asia,Asia,Chittagong district (Chittagong province),Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,22.4,91.95,,2007,6.0,11.0,2007,6.0,12.0,120.0,60.0,80000.0,,80060.0,,,,,14000.0,19760.0,70.848792703253,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""}]",2008-08-04,2023-09-25
2007-0162-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,"Cordoba, Bolivar, Sucre, Choco, Guajira, Atlantico, Antioquia, Magdalena provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,Yes,,69990.0,Km2,8.38,-75.59,"Sinu, San Jorge",2007,3.0,6.0,2007,9.0,30.0,146.0,173.0,1504144.0,,1504317.0,,,,,,,70.848792703253,"[{""adm1_code"":935,""adm1_name"":""Antioquia""},{""adm1_code"":937,""adm1_name"":""Atlantico""},{""adm1_code"":938,""adm1_name"":""Bolivar""},{""adm1_code"":946,""adm1_name"":""Choco""},{""adm1_code"":947,""adm1_name"":""Cordoba""},{""adm1_code"":950,""adm1_name"":""Guajira""},{""adm1_code"":953,""adm1_name"":""Magdalena""},{""adm1_code"":962,""adm1_name"":""Sucre""}]",2008-03-11,2023-09-25
2007-0165-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"Terrace city (Kitimat-Stikine district, British-Columbia province), Smithers city, Telkwa village (Bulkley-Nechako district, British-Columbia province), Prince George city, McBride village (Fraser-Fort George district, British Columbia province)",Snowmelt,,No,No,No,,205000.0,Km2,54.18,-125.03,"Skeena, Bulkley, Nass, Telkwa, Fraser",2007,6.0,6.0,2007,6.0,11.0,,,500.0,,500.0,,,,,,,70.848792703253,"[{""adm2_code"":12540,""adm2_name"":""Bulkley-Nechako""},{""adm2_code"":12551,""adm2_name"":""Fraser-Fort George""},{""adm2_code"":12553,""adm2_name"":""Kitimat-Stikine""}]",2007-06-14,2023-09-25
2007-0166-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jiangxi Sheng province,Heavy rain,,No,No,No,,168600.0,Km2,27.2,116.14,,2007,6.0,1.0,2007,6.0,6.0,,,250000.0,,250000.0,,,,,13000.0,18349.0,70.848792703253,"[{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2007-06-14,2023-09-25
2007-0167-DOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Palo Verde area (Casta??uelas district, Monte Cristi province), Arenoso, San Francisco de Macoris districts (Duarte province), Cayetano Germos?n district (Espaillat province), La Vega, Santiago, Dajabon provinces",Heavy rain,,No,No,No,,,Km2,19.55,-71.05,"Jababa-LaRosa, Camu, Yuna",2007,5.0,30.0,2007,6.0,3.0,9.0,,16000.0,,16000.0,,,,,,,70.848792703253,"[{""adm1_code"":1111,""adm1_name"":""Dajabon""},{""adm1_code"":1120,""adm1_name"":""La Vega""},{""adm1_code"":1132,""adm1_name"":""Santiago""},{""adm2_code"":36892,""adm2_name"":""Arenoso""},{""adm2_code"":36897,""adm2_name"":""San Francisco de Macor¡s""},{""adm2_code"":36908,""adm2_name"":""Cayetano Germosn""},{""adm2_code"":36941,""adm2_name"":""Casta¤uelas""}]",2007-06-20,2023-09-25
2007-0167-HTI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,HTI,Haiti,Latin America and the Caribbean,Americas,"Saint Louis Du Nord, Port De Paix districts (Nord Ouest province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,19.55,-71.05,,2007,5.0,30.0,2007,6.0,3.0,2.0,,,12500.0,12500.0,,,,,,,70.848792703253,"[{""adm2_code"":17185,""adm2_name"":""Port De Paix""},{""adm2_code"":17186,""adm2_name"":""Saint Louis Du Nord""}]",2007-06-20,2023-09-25
2007-0168-TUR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TUR,Türkiye,Western Asia,Asia,"Ugurtas, Kacmaz, Karlica Demirkapi, Seyithanbey, Danakiran, Karayseyitali villages (Habur area, Hamur district, Agri province), Ercis area (Ercis district, Van province), Kalkanli area (Hizan district, Bitlis province), Bilek area (Sehitkamil district, Gaziantep province)",Heavy rain,,No,No,No,,38490.0,Km2,39.4,43.8,,2007,5.0,27.0,2007,6.0,1.0,13.0,,750.0,,750.0,,,,,,,70.848792703253,"[{""adm2_code"":27340,""adm2_name"":""Fatululic""},{""adm2_code"":27491,""adm2_name"":""Hamur""},{""adm2_code"":27631,""adm2_name"":""Hizan""},{""adm2_code"":27819,""adm2_name"":""Sehitkamil""},{""adm2_code"":28340,""adm2_name"":""Ercis""}]",2007-06-15,2023-09-25
2007-0171-BGR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGR,Bulgaria,Eastern Europe,Europe,"Plovdiv, Lovech, Gabrovo, Sofia province ; Etropole (Sofia province), Veliko Tarnovo district (Veliko Tarnovo province) ; Krasnovo city (Hisarja district), Gelemenovo, Saraya cities (Pazrdzhik district, Pazrdzhik province), Trudovetz city (Botevgrad district, Sofia province)",Heavy rain,,No,No,Yes,,34010.0,Km2,42.52,24.5,"Maritsa, Iskar, Vladaiska, Kasitza",2007,5.0,22.0,2007,6.0,6.0,2.0,,1000.0,,1000.0,,,,,,,70.848792703253,"[{""adm1_code"":705,""adm1_name"":""Gabrovo""},{""adm1_code"":710,""adm1_name"":""Lovech""},{""adm1_code"":715,""adm1_name"":""Plovdiv""},{""adm1_code"":722,""adm1_name"":""Sofia""},{""adm2_code"":11863,""adm2_name"":""Aitos""},{""adm2_code"":11944,""adm2_name"":""Pazrdzhik""},{""adm2_code"":12087,""adm2_name"":""Veliko Tarnovo""}]",2007-06-18,2023-09-25
2007-0172-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Garze Tibetan, Liangshan Yi, Ya'an districts (Sichuan Sheng province), Chongqing Shi province",Heavy rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,,43530.0,Km2,30.28,107.78,,2007,5.0,24.0,2007,5.0,26.0,43.0,50.0,2300000.0,,2300050.0,,,,,78000.0,110094.0,70.848792703253,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm2_code"":13269,""adm2_name"":""Ya'an""},{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""},{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""}]",2008-03-11,2023-09-25
2007-0173-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Heavy rain,,No,No,No,,341.3,Km2,30.24,-98.66,"Guadalupe, Pedernales, Medina, Little Arkansas, Mulberry Creek, Honey Creek, Washita",2007,5.0,24.0,2007,5.0,29.0,8.0,,100.0,,100.0,,,,,,,70.848792703253,"[{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2007-06-15,2023-09-25
2007-0174-ESP,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ESP,Spain,Southern Europe,Europe,"Comunidad de Madrid, Castilla y León, Castilla-La Mancha, Extremadura provinces ; Jaén district (Andalucía province)",Heavy rain,,No,No,No,,212700.0,Km2,39.89,-4.22,Guadalimar,2007,5.0,23.0,2007,5.0,26.0,1.0,,550.0,,550.0,,,50000.0,70573.0,400000.0,564583.0,70.848792703253,"[{""adm1_code"":2722,""adm1_name"":""Castilla y León""},{""adm1_code"":2723,""adm1_name"":""Castilla-La Mancha""},{""adm1_code"":2727,""adm1_name"":""Extremadura""},{""adm1_code"":2729,""adm1_name"":""Comunidad de Madrid""},{""adm2_code"":25781,""adm2_name"":""Jaén""}]",2007-12-12,2023-09-25
2007-0175-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Kutai Barat, Kutai Kartanegara districts (Kalimantan Timur province)",Heavy rain,,No,No,No,,34350.0,Km2,-0.19,116.92,Mahakam river,2007,5.0,15.0,2007,6.0,5.0,4.0,,60000.0,,60000.0,,,,,,,70.848792703253,"[{""adm2_code"":73766,""adm2_name"":""Kutai Barat""},{""adm2_code"":73767,""adm2_name"":""Kutai Kartanegara""}]",2007-06-15,2023-09-25
2007-0176-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FF-2007-000071,,COL,Colombia,Latin America and the Caribbean,Americas,"Taraza, Valdivia, Nechi, Zaragoza districts (Antioquia province), Guaranda district (Sucre province), Inza, Popayan districts (Cauca province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,3800.0,29770.0,Km2,7.38,-75.43,"Tarza, Nechi, Cauca",2007,5.0,19.0,2007,6.0,12.0,13.0,,3000.0,,3000.0,,,,,,,70.848792703253,"[{""adm2_code"":13413,""adm2_name"":""Nechi""},{""adm2_code"":13449,""adm2_name"":""Taraza""},{""adm2_code"":13457,""adm2_name"":""Valdivia""},{""adm2_code"":13466,""adm2_name"":""Zaragoza""},{""adm2_code"":13733,""adm2_name"":""Inza""},{""adm2_code"":13745,""adm2_name"":""Popayan""},{""adm2_code"":14299,""adm2_name"":""Guaranda""}]",2008-08-04,2023-09-25
2007-0177-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000076,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mombasa, Malindi, Kwale, Kilifi, Lamu districts (Coast provinces)",Heavy rain,,No,No,No,,13870.0,Km2,-3.59,39.76,"Mwakuhenga, Mkuru",2007,5.0,15.0,2007,6.0,11.0,2.0,1.0,650.0,,651.0,,,,,,,70.848792703253,"[{""adm2_code"":51340,""adm2_name"":""Kilifi""},{""adm2_code"":51341,""adm2_name"":""Kwale""},{""adm2_code"":51342,""adm2_name"":""Lamu""},{""adm2_code"":51343,""adm2_name"":""Malindi""},{""adm2_code"":51344,""adm2_name"":""Mombasa""}]",2008-08-04,2023-09-25
2007-0178-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Badakhshan, Takhar provinces",Heavy rain,,No,No,No,,15490.0,Km2,36.52,70.6,,2007,5.0,14.0,2007,5.0,18.0,23.0,,2000.0,950.0,2950.0,,,,,,,70.848792703253,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":300,""adm1_name"":""Takhar""}]",2007-12-12,2023-09-25
2007-0180-RUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,RUS,Russian Federation,Eastern Europe,Europe,Sakha Rep. province,"Snowmelt, Ice jam/break-up",,No,No,No,,313200.0,Km2,62.34,130.46,"Lena, Matta, Amga, Vilyuia, Berezovka, Tatta",2007,5.0,13.0,2007,6.0,11.0,,,14000.0,,14000.0,,,,,25752.0,36348.0,70.848792703253,"[{""adm1_code"":2551,""adm1_name"":""Sakha Rep.""}]",2007-12-12,2023-09-25
2007-0181-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Phichit, Phrae, Uttaradit, Nakhon Sawan, Nan, Phitsanulok provinces",Heavy rain,,No,No,No,,38380.0,Km2,17.21,100.34,"Yom, Nan, Chao Phraya",2007,5.0,11.0,2007,5.0,21.0,,,1000.0,,1000.0,,,,,,,70.848792703253,"[{""adm1_code"":2879,""adm1_name"":""Nakhon Sawan""},{""adm1_code"":2881,""adm1_name"":""Nan""},{""adm1_code"":2894,""adm1_name"":""Phichit""},{""adm1_code"":2895,""adm1_name"":""Phitsanulok""},{""adm1_code"":2897,""adm1_name"":""Phrae""},{""adm1_code"":2924,""adm1_name"":""Uttaradit""}]",2007-06-15,2023-09-25
2007-0183-URY,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,URY,Uruguay,Latin America and the Caribbean,Americas,"Cerro Largo, Durazno, Florida, Montevideo, Rio Negro, Rocha, Soriano, Tacuarembo, Treinta y Tres provinces",Heavy rain,,Yes,Yes,Yes,624.0,104100.0,Km2,-32.77,-55.8,Rio Negro and tributaries,2007,5.0,4.0,2007,5.0,25.0,2.0,,110000.0,9200.0,119200.0,,,,,45000.0,63516.0,70.848792703253,"[{""adm1_code"":3267,""adm1_name"":""Cerro Largo""},{""adm1_code"":3269,""adm1_name"":""Durazno""},{""adm1_code"":3271,""adm1_name"":""Florida""},{""adm1_code"":3274,""adm1_name"":""Montevideo""},{""adm1_code"":3276,""adm1_name"":""Rio Negro""},{""adm1_code"":3278,""adm1_name"":""Rocha""},{""adm1_code"":3281,""adm1_name"":""Soriano""},{""adm1_code"":3282,""adm1_name"":""Tacuarembo""},{""adm1_code"":3283,""adm1_name"":""Treinta Y Tres""}]",2008-07-31,2023-09-25
2007-0185-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000054,,AFG,Afghanistan,Southern Asia,Asia,"Samangan, Baghlan, Takhar provinces",Heavy rain,,No,No,No,,25850.0,Km2,36.29,68.85,Samagan river,2007,5.0,5.0,2007,5.0,7.0,10.0,,630.0,15.0,645.0,,,,,,,70.848792703253,"[{""adm1_code"":274,""adm1_name"":""Baghlan""},{""adm1_code"":298,""adm1_name"":""Samangan""},{""adm1_code"":300,""adm1_name"":""Takhar""}]",2008-08-04,2023-09-25
2007-0186-MMR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MMR,Myanmar,South-eastern Asia,Asia,Yangon province,Heavy rain,,No,No,No,,15670.0,Km2,16.91,96.13,,2007,5.0,3.0,2007,5.0,9.0,5.0,,3000.0,,3000.0,,,,,,,70.848792703253,"[{""adm1_code"":2136,""adm1_name"":""Yangon""}]",2007-06-15,2023-09-25
2007-0187-LKA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,LKA,Sri Lanka,Southern Asia,Asia,"Galle district (Southern province), Western province",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,3340.0,Km2,6.49,80.08,,2007,5.0,2.0,2007,5.0,7.0,15.0,,121000.0,,121000.0,,,,,50.0,71.0,70.848792703253,"[{""adm1_code"":2744,""adm1_name"":""Western""},{""adm2_code"":25846,""adm2_name"":""Galle""}]",2008-03-11,2023-09-25
2007-0191-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,Ibague district (Tolima province),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,1940.0,Km2,4.5,-75.21,Conbeima,2007,4.0,26.0,2007,5.0,1.0,24.0,35.0,,2000.0,2035.0,,,,,,,70.848792703253,"[{""adm2_code"":14339,""adm2_name"":""Ibague""}]",2008-03-11,2023-09-25
2007-0192-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Kura Bala, Murcha Dara and Alqajar villages (Shahr-e-Buzorg district, Badakhshan province), Keshem, Yamgan, Jorm, Argo, Koran wa Monjan, Baharak districts (Badakhshan province)","Heavy rain, snowmelt",,No,No,No,,27490.0,Km2,37.01,70.73,,2007,4.0,23.0,2007,5.0,4.0,36.0,,,,,,,,,,,70.848792703253,"[{""adm2_code"":3452,""adm2_name"":""Koran wa Monjan""},{""adm2_code"":3454,""adm2_name"":""Shahr-e-Buzorg""},{""adm2_code"":100010,""adm2_name"":""Argo""},{""adm2_code"":100013,""adm2_name"":""Baharak""},{""adm2_code"":100015,""adm2_name"":""Jorm""},{""adm2_code"":100016,""adm2_name"":""Yamgan""},{""adm2_code"":100017,""adm2_name"":""Keshem""}]",2008-03-14,2023-09-25
2007-0195-KGZ,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KGZ,Kyrgyzstan,Central Asia,Asia,"Jalal-Abad, Osh provinces",Heavy rain and snowmelt,"Slide (land, mud, snow, rock)",No,No,No,,17040.0,Km2,40.63,73.83,,2007,4.0,17.0,2007,4.0,25.0,,,845.0,,845.0,,,,,200.0,282.0,70.848792703253,"[{""adm1_code"":1748,""adm1_name"":""Jalal-Abad""},{""adm1_code"":1750,""adm1_name"":""Osh""}]",2007-12-12,2023-09-25
2007-0196-TJK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FF-2007-000049,,TJK,Tajikistan,Central Asia,Asia,"Leninskiy, Tursunzade, Varzob, Kofarnohon districts (Tadzhikistan Territories province)",Heavy rain and snowmelt,"Slide (land, mud, snow, rock)",No,No,No,,58420.0,Km2,39.35,69.46,,2007,4.0,16.0,2007,4.0,20.0,1.0,,17184.0,,17184.0,,,,,,,70.848792703253,"[{""adm2_code"":37622,""adm2_name"":""Kofarnohon""},{""adm2_code"":37623,""adm2_name"":""Leninskiy""},{""adm2_code"":37629,""adm2_name"":""Tursunzade""},{""adm2_code"":37630,""adm2_name"":""Varzob""}]",2008-08-04,2023-09-25
2007-0201-GBR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Leeds, Wakefield towns (West Yorkshire district, England province), North Yorkshire district (England province), Derbyshire, Hereford and Wor Leicestershire, Lincolnshire, Nottinghamshire, Salop, Staffordshire, Warwickshire, West Midlands districts (England province), Wales province, Northern Ireland province","Heavy rain, thunderstorms",Broken Dam/Burst bank,No,No,No,,23110.0,Km2,52.52,-0.76,"Ouse, Tame, Dearne",2007,6.0,15.0,2007,6.0,21.0,1.0,,200.0,,200.0,,,299000.0,422026.0,448000.0,632333.0,70.848792703253,"[{""adm1_code"":3183,""adm1_name"":""Northern Ireland""},{""adm1_code"":3186,""adm1_name"":""Wales""},{""adm2_code"":40103,""adm2_name"":""Derbyshire""},{""adm2_code"":40113,""adm2_name"":""Hereford and Wor""},{""adm2_code"":40119,""adm2_name"":""Leicestershire""},{""adm2_code"":40120,""adm2_name"":""Lincolnshire""},{""adm2_code"":40123,""adm2_name"":""North Yorkshire""},{""adm2_code"":40124,""adm2_name"":""Northamptonshire""},{""adm2_code"":40126,""adm2_name"":""Nottinghamshire""},{""adm2_code"":40128,""adm2_name"":""Salop""},{""adm2_code"":40131,""adm2_name"":""Staffordshire""},{""adm2_code"":40135,""adm2_name"":""Warwickshire""},{""adm2_code"":40136,""adm2_name"":""West Midlands""},{""adm2_code"":40138,""adm2_name"":""West Yorkshire""}]",2008-03-11,2023-09-25
2007-0225-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",Monsoonal rain,,No,No,No,,74890.0,Km2,26.26,94.02,Brahmaputra and tributaries,2007,6.0,18.0,2007,6.0,26.0,15.0,,200000.0,,200000.0,,,,,,,70.848792703253,"[{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70088,""adm2_name"":""Hailakandi""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",2007-07-13,2023-09-25
2007-0238-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",Monsoonal rain,,No,No,No,,61700.0,Km2,22.02,72.25,Pooma,2007,7.0,1.0,2007,7.0,13.0,225.0,,63000.0,,63000.0,,,,,,,70.848792703253,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":70130,""adm2_name"":""Porbandar""},{""adm2_code"":70121,""adm2_name"":""Junagadh""}]",2007-12-13,2023-09-25
2007-0239-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",Monsoonal rain,,No,No,No,,106600.0,Km2,21.03,77.52,,2007,7.0,1.0,2007,7.0,6.0,62.0,,10000.0,,10000.0,,,,,,,70.848792703253,"[{""adm2_code"":17759,""adm2_name"":""Amravati""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17778,""adm2_name"":""Ratnagiri""},{""adm2_code"":17779,""adm2_name"":""Sindhudurg""},{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""},{""adm2_code"":70184,""adm2_name"":""Mumbai city""}]",2007-07-11,2023-09-25
2007-0240-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,No,No,No,,74000.0,Km2,20.05,81.86,Mahanadi and tributaries,2007,6.0,30.0,2007,7.0,13.0,29.0,,50000.0,,50000.0,,,,,,,70.848792703253,"[{""adm2_code"":17724,""adm2_name"":""Durg""},{""adm2_code"":70106,""adm2_name"":""Bilaspur""},{""adm2_code"":70115,""adm2_name"":""Mahasamund""},{""adm2_code"":70116,""adm2_name"":""Raipur""}]",2007-12-13,2023-09-25
